seed_base,opponent,seat,game,seed,baseline_result,candidate_result,baseline_win,candidate_win,baseline_steps,candidate_steps
271958313,marnie_tonakai,1,27,271958340,1,1,1,1,138,133
271958313,marnie_tonakai,1,28,271958341,1,1,1,1,137,136
271958313,marnie_tonakai,1,29,271958342,1,1,1,1,116,116
271958313,marnie_tonakai,1,30,271958343,1,1,1,1,138,133
271958313,marnie_tonakai,1,31,271958344,1,1,1,1,88,88
271958313,marnie_tonakai,1,32,271958345,1,1,1,1,103,103
271958313,marnie_tonakai,1,33,271958346,1,1,1,1,59,59
271958313,marnie_tonakai,1,34,271958347,1,1,1,1,62,62
271958313,marnie_tonakai,1,35,271958348,1,1,1,1,146,144
271958313,marnie_tonakai,1,36,271958349,1,1,1,1,116,112
271958313,marnie_tonakai,1,37,271958350,1,1,1,1,147,141
271958313,marnie_tonakai,1,38,271958351,1,1,1,1,50,50
271958313,marnie_tonakai,1,39,271958352,1,1,1,1,99,99
