seat,game,diverged,kind,row,step,player,stadium_id,target_id,target_hp,baseline_action,candidate_action,baseline_reason,candidate_reason,baseline_option,candidate_option
0,game_0000,True,action,36,36,0,,190,100,"[0,1,2]","[0,3,1]",,,{},{}
1,game_0000,True,action,40,40,1,1244,169,130,[0],[1],,,{},{}
